season,round,driver,sprint_quali_lap_count,sprint_quali_best_lap,sprint_quali_median_lap,sprint_quali_top3_average,sprint_quali_lap_std,sprint_quali_best_sector_1,sprint_quali_best_sector_2,sprint_quali_best_sector_3,sprint_quali_best_lap_gap,sprint_quali_median_lap_gap,sprint_quali_top3_average_gap,sprint_quali_best_sector_1_gap,sprint_quali_best_sector_2_gap,sprint_quali_best_sector_3_gap
2024,5,ALB,2,97.812,97.92750000000001,97.92750000000001,0.16334166645409867,25.495,29.242,43.075,2.100999999999999,1.0035000000000025,1.549500000000009,0.6350000000000016,1.0070000000000014,0.7310000000000016
2024,5,ALO,8,96.119,120.064,96.89366666666668,16.064385301809715,24.86,28.395,42.864,0.40800000000000125,23.139999999999986,0.5156666666666752,0.0,0.16000000000000014,0.519999999999996
2024,5,BOT,10,96.056,116.4325,96.87866666666667,14.977076539016405,24.971,28.298,42.72,0.34499999999999886,19.508499999999998,0.5006666666666746,0.11100000000000065,0.06299999999999883,0.37599999999999767
2024,5,GAS,4,97.632,115.0205,109.22433333333333,19.86025764351174,25.337,28.976,43.319,1.9210000000000065,18.096499999999992,12.846333333333334,0.4770000000000003,0.7409999999999997,0.9750000000000014
2024,5,HAM,6,96.287,108.22,96.90233333333333,13.587948833433247,25.095,28.389,42.803,0.5760000000000076,11.295999999999992,0.5243333333333311,0.23499999999999943,0.15399999999999991,0.4589999999999961
2024,5,HUL,3,96.478,96.924,96.77866666666667,0.26043297282282746,25.269,28.539,42.57,0.7669999999999959,0.0,0.40066666666666606,0.4089999999999989,0.30400000000000205,0.2259999999999991
2024,5,LEC,8,95.711,117.8895,96.378,14.570736443296198,25.09,28.277,42.344,0.0,20.96549999999999,0.0,0.23000000000000043,0.04200000000000159,0.0
2024,5,MAG,3,96.473,97.033,96.94533333333334,0.435173911595506,25.25,28.509,42.714,0.7620000000000005,0.10899999999999466,0.5673333333333375,0.39000000000000057,0.2740000000000009,0.36999999999999744
2024,5,NOR,7,96.047,117.94,96.44033333333333,14.347174969973972,24.885,28.235,42.548,0.3359999999999985,21.01599999999999,0.0623333333333278,0.02500000000000213,0.0,0.20400000000000063
2024,5,OCO,4,97.72,112.328,107.45866666666666,17.3472140774823,25.371,29.108,43.241,2.0090000000000003,15.403999999999996,11.080666666666659,0.5109999999999992,0.8730000000000011,0.8969999999999985
2024,5,PER,4,120.375,121.006,120.79566666666666,4.724551583660256,29.65,35.935,53.082,24.664,24.081999999999994,24.417666666666662,4.789999999999999,7.700000000000003,10.738
2024,5,PIA,7,97.216,121.338,111.05466666666666,11.246205118680198,25.31,28.731,43.175,1.5049999999999955,24.413999999999987,14.676666666666662,0.4499999999999993,0.4960000000000022,0.830999999999996
2024,5,RIC,3,96.553,97.321,97.08866666666665,0.4652572764969217,25.193,28.624,42.736,0.8419999999999987,0.39699999999999136,0.7106666666666541,0.33300000000000196,0.38899999999999935,0.3919999999999959
2024,5,RUS,3,96.345,97.31,97.255,0.8837844759894805,25.174,28.594,42.577,0.6340000000000003,0.3859999999999957,0.8769999999999953,0.31400000000000006,0.35900000000000176,0.232999999999997
2024,5,SAI,7,97.805,124.031,113.36399999999999,11.315346538472175,25.752,28.888,43.165,2.0940000000000083,27.107,16.98599999999999,0.8919999999999995,0.6530000000000022,0.820999999999998
2024,5,SAR,2,97.923,98.1275,98.1275,0.28920667350529217,25.603,29.214,43.106,2.2120000000000033,1.2034999999999911,1.7494999999999976,0.7430000000000021,0.9789999999999992,0.7620000000000005
2024,5,STR,3,96.677,96.961,96.94566666666667,0.2613375849994237,25.184,28.603,42.89,0.9660000000000082,0.03699999999999193,0.5676666666666677,0.3240000000000016,0.3680000000000021,0.5459999999999994
2024,5,TSU,3,97.892,102.0,110.92866666666667,19.133107884850634,25.445,29.035,43.318,2.1809999999999974,5.075999999999993,14.550666666666672,0.5850000000000009,0.8000000000000007,0.9739999999999966
2024,5,VER,4,120.028,122.3395,121.569,4.803441500632646,29.984,36.362,53.364,24.317000000000007,25.415499999999994,25.191000000000003,5.124000000000002,8.127000000000002,11.019999999999996
2024,5,ZHO,10,96.307,118.5915,97.26233333333334,13.95379432428486,25.031,28.506,42.77,0.5960000000000036,21.66749999999999,0.8843333333333447,0.17099999999999937,0.2710000000000008,0.42600000000000193
