season,round,driver,fp1_lap_count,fp1_best_lap,fp1_median_lap,fp1_top3_average,fp1_lap_std,fp1_best_sector_1,fp1_best_sector_2,fp1_best_sector_3,fp1_best_lap_gap,fp1_median_lap_gap,fp1_top3_average_gap,fp1_best_sector_1_gap,fp1_best_sector_2_gap,fp1_best_sector_3_gap
2023,1,ALB,5,96.018,96.859,96.36433333333332,0.6880241274839141,30.341,41.571,23.934,3.260000000000005,1.769999999999996,2.3076666666666483,0.8339999999999996,1.6580000000000013,0.6500000000000021
2023,1,ALO,11,93.196,95.752,94.37033333333333,14.895111959053121,29.654,40.156,23.386,0.4380000000000024,0.6629999999999967,0.31366666666666276,0.14699999999999847,0.2430000000000021,0.10200000000000031
2023,1,BOT,7,94.689,97.149,95.12533333333333,1.6316105540232353,30.14,40.78,23.769,1.9309999999999974,2.0600000000000023,1.0686666666666582,0.6329999999999991,0.8670000000000044,0.48499999999999943
2023,1,DEV,11,95.402,100.303,96.31433333333332,8.20209286817589,30.314,41.419,23.669,2.6440000000000055,5.213999999999999,2.257666666666651,0.8069999999999986,1.5060000000000002,0.38500000000000156
2023,1,GAS,9,95.455,96.145,95.65533333333333,0.3651642704926716,30.404,41.2,23.833,2.6970000000000027,1.0559999999999974,1.5986666666666594,0.8969999999999985,1.2870000000000061,0.5489999999999995
2023,1,HAM,4,94.917,95.089,95.03166666666665,0.23795150066067564,30.135,40.996,23.739,2.159000000000006,0.0,0.9749999999999801,0.6280000000000001,1.0830000000000055,0.45500000000000185
2023,1,HUL,16,95.043,98.57249999999999,96.286,1.1635982249757282,30.047,41.203,23.793,2.285000000000011,3.4834999999999923,2.2293333333333294,0.5399999999999991,1.2900000000000063,0.5090000000000003
2023,1,LEC,6,94.257,97.0145,95.52766666666666,7.560537796127115,30.083,40.519,23.655,1.4990000000000094,1.9254999999999995,1.4709999999999894,0.575999999999997,0.6060000000000016,0.3710000000000022
2023,1,MAG,14,94.402,98.525,95.79866666666668,1.4273948547716466,30.013,40.746,23.643,1.6440000000000055,3.436000000000007,1.7420000000000044,0.5060000000000002,0.8330000000000055,0.35900000000000176
2023,1,NOR,10,94.165,99.5995,96.03833333333334,1.9793212669442461,29.958,40.579,23.628,1.4070000000000107,4.5105000000000075,1.9816666666666691,0.45099999999999696,0.6660000000000039,0.3440000000000012
2023,1,OCO,9,95.105,96.18,95.63366666666667,7.2227483534855175,30.214,41.179,23.712,2.3470000000000084,1.0910000000000082,1.5769999999999982,0.7069999999999972,1.2660000000000053,0.4280000000000008
2023,1,PER,12,92.758,98.31700000000001,94.05666666666667,2.691524760777577,29.561,39.913,23.284,0.0,3.2280000000000086,0.0,0.053999999999998494,0.0,0.0
2023,1,PIA,11,94.997,100.473,96.20266666666667,4.690536141094009,30.17,41.108,23.719,2.2390000000000043,5.384,2.146000000000001,0.6630000000000003,1.1950000000000003,0.4350000000000023
2023,1,RUS,11,94.966,96.987,95.14266666666667,2.175723787616435,30.084,40.957,23.661,2.2079999999999984,1.8979999999999961,1.0859999999999985,0.5769999999999982,1.044000000000004,0.37700000000000244
2023,1,SAI,10,96.072,100.119,96.51133333333333,1.856964727721019,30.556,41.491,23.982,3.314000000000007,5.030000000000001,2.454666666666654,1.0489999999999995,1.578000000000003,0.6980000000000004
2023,1,SAR,13,95.749,99.926,95.94500000000001,2.0245382347840595,30.379,41.477,23.785,2.9909999999999997,4.837000000000003,1.8883333333333354,0.8719999999999999,1.564,0.5010000000000012
2023,1,STR,6,94.298,95.8815,94.771,5.774120726713867,29.94,40.742,23.553,1.5400000000000063,0.792500000000004,0.7143333333333288,0.43299999999999983,0.8290000000000006,0.2690000000000019
2023,1,TSU,7,134.959,136.707,135.17600000000002,3.540508283391227,38.967,56.831,28.506,42.20100000000001,41.617999999999995,41.119333333333344,9.459999999999997,16.918000000000006,5.222000000000001
2023,1,VER,12,93.375,98.406,95.568,1.6833203907393235,29.507,40.148,23.72,0.6170000000000044,3.3170000000000073,1.5113333333333259,0.0,0.23500000000000654,0.43599999999999994
2023,1,ZHO,6,94.575,97.86699999999999,95.38833333333334,2.1031738872475585,30.02,40.798,23.594,1.8170000000000073,2.7779999999999916,1.3316666666666634,0.5129999999999981,0.8850000000000051,0.3100000000000023
