season,round,driver,sprint_lap_count,sprint_best_lap,sprint_median_lap,sprint_top3_average,sprint_lap_std,sprint_best_sector_1,sprint_best_sector_2,sprint_best_sector_3,sprint_best_lap_gap,sprint_median_lap_gap,sprint_top3_average_gap,sprint_best_sector_1_gap,sprint_best_sector_2_gap,sprint_best_sector_3_gap,sprint_finish_position
2025,2,ALB,18,97.344,98.309,97.41133333333333,1.1112344737073079,25.91,29.677,41.562,1.9449999999999932,1.4099999999999966,1.5893333333333288,0.5399999999999991,1.056000000000001,0.6659999999999968,11.0
2025,2,ALO,18,97.058,98.2125,97.20766666666667,1.2674567195560222,25.647,29.382,41.754,1.659000000000006,1.3135000000000048,1.3856666666666655,0.27699999999999747,0.7610000000000028,0.857999999999997,10.0
2025,2,ANT,18,96.311,98.00550000000001,96.496,1.0553270595480717,25.654,29.407,41.25,0.9120000000000061,1.1065000000000111,0.6739999999999924,0.2839999999999989,0.7860000000000014,0.3539999999999992,7.0
2025,2,BEA,18,97.135,98.36500000000001,97.52266666666667,1.3271704039217234,25.9,29.564,41.468,1.7360000000000042,1.4660000000000082,1.7006666666666632,0.5299999999999976,0.9430000000000014,0.5720000000000027,15.0
2025,2,BOR,18,97.475,99.0375,97.66133333333333,2.3634755515990715,25.978,29.534,41.681,2.0759999999999934,2.1384999999999934,1.8393333333333288,0.6080000000000005,0.9130000000000003,0.7849999999999966,18.0
2025,2,DOO,18,97.686,98.627,97.78966666666668,3.269529734228845,25.615,29.757,41.889,2.287000000000006,1.7279999999999944,1.9676666666666733,0.24499999999999744,1.1360000000000028,0.9930000000000021,20.0
2025,2,GAS,18,97.481,98.756,97.67199999999998,0.6731782387870773,25.871,29.615,41.576,2.0819999999999936,1.8569999999999993,1.84999999999998,0.5009999999999977,0.9939999999999998,0.6799999999999997,12.0
2025,2,HAD,18,97.549,98.56,97.62166666666667,0.8709212836720334,25.728,29.714,41.534,2.1500000000000057,1.6610000000000014,1.799666666666667,0.35800000000000054,1.093,0.6379999999999981,13.0
2025,2,HAM,18,95.399,96.899,95.822,0.6818328720144545,25.591,28.731,41.077,0.0,0.0,0.0,0.22100000000000009,0.11000000000000298,0.18099999999999739,1.0
2025,2,HUL,18,96.529,99.12950000000001,97.03133333333334,2.242084268996385,25.37,29.399,41.557,1.1299999999999955,2.2305000000000064,1.2093333333333334,0.0,0.7780000000000022,0.6610000000000014,19.0
2025,2,LAW,18,97.163,98.5755,97.43366666666667,0.953985401910754,25.552,29.645,41.742,1.7639999999999958,1.6765000000000043,1.6116666666666646,0.1819999999999986,1.024000000000001,0.8459999999999965,14.0
2025,2,LEC,18,96.255,97.2915,96.29699999999998,0.7792701713783234,25.893,29.026,41.152,0.8559999999999945,0.3924999999999983,0.4749999999999801,0.5229999999999997,0.40500000000000114,0.2560000000000002,5.0
2025,2,NOR,18,96.708,97.8755,96.88833333333334,0.7082093409354578,25.642,29.444,41.342,1.3089999999999975,0.9765000000000015,1.0663333333333327,0.27199999999999847,0.8230000000000004,0.44599999999999795,8.0
2025,2,OCO,18,97.554,99.0255,97.64666666666666,0.7880764971495311,25.733,29.851,41.657,2.155000000000001,2.126499999999993,1.8246666666666584,0.36299999999999955,1.2300000000000004,0.7609999999999957,16.0
2025,2,PIA,18,95.854,97.00399999999999,95.94433333333335,0.9947932767156668,25.51,29.16,40.896,0.4549999999999983,0.10499999999998977,0.12233333333334429,0.14000000000000057,0.5390000000000015,0.0,2.0
2025,2,RUS,18,95.891,97.3825,96.099,0.9158004409872371,25.807,28.756,41.103,0.49200000000000443,0.48349999999999227,0.277000000000001,0.4369999999999976,0.13500000000000156,0.20700000000000074,4.0
2025,2,SAI,16,95.819,97.82249999999999,96.57433333333334,1.0071007376788754,25.538,28.621,41.66,0.4200000000000017,0.92349999999999,0.7523333333333397,0.16799999999999926,0.0,0.7639999999999958,17.0
2025,2,STR,18,96.435,97.691,96.74433333333333,1.078663437063441,25.678,29.342,41.228,1.0360000000000014,0.7920000000000016,0.9223333333333272,0.30799999999999983,0.7210000000000001,0.33200000000000074,9.0
2025,2,TSU,18,96.388,97.908,96.46766666666667,1.048764794780622,25.634,29.183,41.363,0.9890000000000043,1.0090000000000003,0.6456666666666706,0.26399999999999935,0.5620000000000012,0.46699999999999875,6.0
2025,2,VER,18,95.745,97.1445,95.88099999999999,1.2659424361454938,25.639,28.886,40.912,0.34600000000000364,0.24549999999999272,0.05899999999998329,0.26899999999999835,0.26500000000000057,0.015999999999998238,3.0
