season,round,driver,sprint_lap_count,sprint_best_lap,sprint_median_lap,sprint_top3_average,sprint_lap_std,sprint_best_sector_1,sprint_best_sector_2,sprint_best_sector_3,sprint_best_lap_gap,sprint_median_lap_gap,sprint_top3_average_gap,sprint_best_sector_1_gap,sprint_best_sector_2_gap,sprint_best_sector_3_gap,sprint_finish_position
2023,4,ALB,12,104.915,105.701,105.08866666666667,1.1465211015780024,37.406,42.453,24.81,1.2990000000000066,1.765500000000003,1.3726666666666603,0.6799999999999997,0.8689999999999998,0.20599999999999952,9.0
2023,4,ALO,12,104.544,104.9325,104.60166666666667,1.039817739711235,37.107,42.349,24.871,0.9279999999999973,0.9970000000000141,0.8856666666666655,0.3810000000000002,0.7649999999999935,0.26699999999999946,6.0
2023,4,BOT,12,106.277,107.9495,106.61166666666668,1.3872448468642855,37.915,43.093,25.22,2.6610000000000014,4.01400000000001,2.8956666666666706,1.189,1.5090000000000003,0.6159999999999997,16.0
2023,4,DEV,12,105.768,107.04849999999999,105.95466666666668,1.7569391320237497,37.523,42.803,24.868,2.152000000000001,3.1129999999999995,2.238666666666674,0.7970000000000041,1.218999999999994,0.26399999999999935,14.0
2023,4,GAS,12,105.883,106.4335,106.03133333333334,1.6760164532352173,37.796,42.842,24.745,2.266999999999996,2.4980000000000047,2.315333333333328,1.0700000000000003,1.2579999999999956,0.1410000000000018,13.0
2023,4,HAM,12,104.601,105.117,104.67866666666667,1.2830173833820826,37.278,42.259,24.909,0.9849999999999994,1.181500000000014,0.9626666666666637,0.5519999999999996,0.6749999999999972,0.3049999999999997,7.0
2023,4,HUL,12,105.971,108.1745,106.30900000000001,1.5770073499569301,37.852,43.08,24.918,2.355000000000004,4.239000000000004,2.5930000000000035,1.1259999999999977,1.4959999999999951,0.31400000000000006,15.0
2023,4,LEC,12,103.646,104.743,103.71966666666667,0.7285678926787975,36.726,41.864,24.917,0.030000000000001137,0.8075000000000045,0.0036666666666604897,0.0,0.27999999999999403,0.3130000000000024,2.0
2023,4,MAG,12,105.349,106.056,105.37766666666666,1.4840133621672378,37.524,42.511,24.762,1.733000000000004,2.120500000000007,1.6616666666666475,0.7980000000000018,0.9269999999999996,0.15800000000000125,11.0
2023,4,NOR,10,104.484,104.987,104.64266666666667,1.8075590938549644,37.064,42.154,24.989,0.867999999999995,1.0515000000000043,0.9266666666666623,0.33800000000000097,0.5700000000000003,0.38500000000000156,17.0
2023,4,OCO,10,105.09,106.7355,105.254,2.1428274156668197,37.297,42.448,24.834,1.4740000000000038,2.8000000000000114,1.5379999999999967,0.570999999999998,0.8639999999999972,0.23000000000000043,18.0
2023,4,PER,12,103.616,103.93549999999999,103.71600000000001,0.7402847527482358,36.754,41.584,24.847,0.0,0.0,0.0,0.027999999999998693,0.0,0.2430000000000021,1.0
2023,4,PIA,12,104.776,105.64699999999999,104.87966666666667,1.5670288306411606,37.393,42.616,24.604,1.1599999999999966,1.711500000000001,1.163666666666657,0.6670000000000016,1.0319999999999965,0.0,10.0
2023,4,RUS,12,104.409,104.72399999999999,104.46900000000001,0.7827643129940008,37.053,42.149,25.181,0.7930000000000064,0.7884999999999991,0.7530000000000001,0.3269999999999982,0.5649999999999977,0.5770000000000017,4.0
2023,4,SAI,12,104.398,104.8335,104.467,1.0050540879460006,37.038,42.329,24.934,0.7819999999999965,0.8980000000000103,0.7509999999999906,0.3119999999999976,0.7449999999999974,0.33000000000000185,5.0
2023,4,STR,12,104.855,105.26400000000001,104.89166666666667,1.2842490436284573,37.225,42.487,24.77,1.2390000000000043,1.3285000000000196,1.1756666666666575,0.49900000000000233,0.9029999999999987,0.16600000000000037,8.0
2023,4,VER,12,103.723,104.5435,103.83666666666666,0.7189613510074276,36.796,42.079,24.749,0.10699999999999932,0.6080000000000041,0.12066666666665071,0.07000000000000028,0.49499999999999744,0.14499999999999957,3.0
2023,4,ZHO,12,105.766,106.1655,105.88966666666666,1.6612671208958816,37.506,42.766,24.947,2.1500000000000057,2.230000000000004,2.173666666666648,0.7800000000000011,1.181999999999995,0.34299999999999997,12.0
