season,round,driver,quali_lap_count,quali_best_lap,quali_median_lap,quali_top3_average,quali_lap_std,quali_best_sector_1,quali_best_sector_2,quali_best_sector_3,quali_best_lap_gap,quali_median_lap_gap,quali_top3_average_gap,quali_best_sector_1_gap,quali_best_sector_2_gap,quali_best_sector_3_gap
2022,1,ALB,3,92.664,92.726,92.822,0.22214409737825172,29.564,39.785,23.203,2.1059999999999945,1.968999999999994,2.095000000000013,0.5940000000000012,1.0829999999999984,0.49599999999999866
2022,1,ALO,4,91.621,91.999,91.87299999999999,0.3365931025239052,29.301,39.305,23.01,1.0629999999999882,1.2419999999999902,1.1460000000000008,0.3309999999999995,0.6030000000000015,0.3030000000000008
2022,1,BOT,5,91.56,91.817,91.698,0.34229490209467167,29.203,39.296,22.861,1.0019999999999953,1.059999999999988,0.9710000000000036,0.23300000000000054,0.5940000000000012,0.15399999999999991
2022,1,GAS,7,91.635,92.338,92.01533333333333,0.5644598766794244,29.253,39.335,23.018,1.0769999999999982,1.5809999999999889,1.288333333333341,0.28300000000000125,0.6330000000000027,0.31099999999999994
2022,1,HAM,6,91.048,91.827,91.26066666666667,0.6034117720650344,29.1,38.965,22.822,0.4899999999999949,1.0699999999999932,0.5336666666666758,0.13000000000000256,0.26300000000000523,0.11499999999999844
2022,1,HUL,2,92.777,93.1055,93.1055,0.4645691552395593,29.833,39.76,23.184,2.218999999999994,2.3485000000000014,2.3785000000000167,0.8629999999999995,1.0579999999999998,0.4770000000000003
2022,1,LAT,2,93.634,93.71000000000001,93.71000000000001,0.10748023074035595,29.81,40.37,23.3,3.0759999999999934,2.953000000000003,2.9830000000000183,0.8399999999999999,1.6679999999999993,0.593
2022,1,LEC,5,90.558,90.932,90.74033333333334,0.3938480671528032,29.115,38.702,22.707,0.0,0.17499999999999716,0.013333333333349628,0.14499999999999957,0.0,0.0
2022,1,MAG,4,91.461,91.8815,91.74133333333333,0.3421408092194407,29.31,39.191,22.879,0.9029999999999916,1.1244999999999976,1.0143333333333402,0.33999999999999986,0.4890000000000043,0.1720000000000006
2022,1,MSC,3,91.998,92.38,92.32333333333332,0.30102713056023905,29.538,39.43,22.995,1.4399999999999977,1.6229999999999905,1.5963333333333338,0.5680000000000014,0.7280000000000015,0.28800000000000026
2022,1,NOR,5,92.008,92.473,92.24000000000001,0.5763660295333154,29.544,39.355,23.093,1.4499999999999886,1.715999999999994,1.5130000000000194,0.5740000000000016,0.6529999999999987,0.38599999999999923
2022,1,OCO,4,91.782,91.9985,91.92633333333333,0.38570325381049253,29.407,39.294,23.03,1.2239999999999895,1.241500000000002,1.1993333333333425,0.43700000000000117,0.5919999999999987,0.3230000000000004
2022,1,PER,6,90.921,91.195,90.98066666666666,0.6733475823574819,29.152,38.894,22.746,0.36299999999999955,0.4379999999999882,0.2536666666666747,0.18200000000000216,0.19200000000000017,0.038999999999997925
2022,1,RIC,3,92.945,93.525,93.35766666666666,0.3595015067191454,29.763,39.862,23.32,2.3869999999999862,2.7680000000000007,2.63066666666667,0.7930000000000028,1.1600000000000037,0.6129999999999995
2022,1,RUS,6,91.252,92.2425,91.69133333333333,0.4921694830035721,29.197,39.104,22.852,0.6939999999999884,1.4855000000000018,0.964333333333343,0.2270000000000003,0.402000000000001,0.14499999999999957
2022,1,SAI,5,90.687,90.787,90.73766666666666,0.5081456484119475,29.036,38.842,22.708,0.12899999999999068,0.030000000000001137,0.010666666666665492,0.0660000000000025,0.14000000000000057,0.0009999999999976694
2022,1,STR,2,93.032,93.1705,93.1705,0.19586857838867439,29.906,39.844,23.282,2.4739999999999895,2.413499999999999,2.4435000000000144,0.9359999999999999,1.142000000000003,0.5749999999999993
2022,1,TSU,2,92.75,93.16550000000001,93.16550000000001,0.5876057351660231,29.724,39.811,23.215,2.191999999999993,2.4085000000000036,2.438500000000019,0.7540000000000013,1.1090000000000018,0.5079999999999991
2022,1,VER,5,90.681,90.757,90.72699999999999,0.6156784875241312,28.97,38.832,22.761,0.12299999999999045,0.0,0.0,0.0,0.13000000000000256,0.053999999999998494
2022,1,ZHO,4,92.387,92.6395,92.55533333333334,0.5218693163363194,29.493,39.796,23.065,1.8289999999999935,1.8824999999999932,1.8283333333333474,0.5229999999999997,1.0940000000000012,0.35800000000000054
