season,round,driver,sprint_lap_count,sprint_best_lap,sprint_median_lap,sprint_top3_average,sprint_lap_std,sprint_best_sector_1,sprint_best_sector_2,sprint_best_sector_3,sprint_best_lap_gap,sprint_median_lap_gap,sprint_top3_average_gap,sprint_best_sector_1_gap,sprint_best_sector_2_gap,sprint_best_sector_3_gap,sprint_finish_position
2024,5,ALB,18,102.389,102.938,102.47466666666668,0.5475708716477923,27.146,31.228,43.654,2.0579999999999927,1.7155000000000058,1.9656666666666638,0.5289999999999999,1.0360000000000014,0.5820000000000007,17.0
2024,5,ALO,14,100.537,102.3115,100.72233333333332,0.8032486374880276,26.808,30.452,43.072,0.20600000000000307,1.0889999999999986,0.21333333333330984,0.19099999999999895,0.26000000000000156,0.0,20.0
2024,5,BOT,18,102.14,102.977,102.29,0.5700625152049814,27.282,31.192,43.535,1.8089999999999975,1.7545000000000073,1.7809999999999917,0.6649999999999991,1.0,0.46299999999999386,12.0
2024,5,GAS,18,102.017,102.918,102.218,0.5626400217880401,27.112,31.101,43.741,1.6859999999999928,1.6955000000000098,1.708999999999989,0.49499999999999744,0.9089999999999989,0.6689999999999969,15.0
2024,5,HAM,18,100.42,102.33949999999999,100.50900000000001,0.7885588907513543,26.936,30.192,43.221,0.08899999999999864,1.1169999999999902,0.0,0.31899999999999906,0.0,0.1489999999999938,2.0
2024,5,HUL,18,102.315,103.96000000000001,102.37466666666667,0.798450918517253,27.085,31.287,43.547,1.9839999999999947,2.7375000000000114,1.8656666666666553,0.46799999999999997,1.0949999999999989,0.4749999999999943,19.0
2024,5,LEC,18,101.003,102.02,101.15866666666666,0.8106279196912743,26.88,30.653,43.119,0.671999999999997,0.7974999999999994,0.6496666666666471,0.2629999999999981,0.4609999999999985,0.046999999999997044,4.0
2024,5,MAG,18,102.092,102.8755,102.21433333333333,0.7321503760858231,27.241,31.141,43.589,1.7609999999999957,1.6530000000000058,1.7053333333333143,0.6239999999999988,0.9489999999999981,0.5169999999999959,10.0
2024,5,NOR,18,100.951,102.235,101.06466666666665,0.911629174409195,26.617,30.71,43.25,0.6199999999999903,1.0125000000000028,0.5556666666666388,0.0,0.5180000000000007,0.17799999999999727,6.0
2024,5,OCO,18,102.191,102.9025,102.24233333333332,0.5473505167945801,26.74,31.156,43.892,1.8599999999999994,1.6800000000000068,1.7333333333333059,0.12299999999999756,0.9639999999999986,0.8200000000000003,13.0
2024,5,PER,18,101.065,101.9105,101.13666666666666,0.5871194136479851,26.891,30.603,43.211,0.7339999999999947,0.6880000000000024,0.6276666666666415,0.27399999999999736,0.41100000000000136,0.1389999999999958,3.0
2024,5,PIA,18,101.107,102.537,101.35266666666666,0.5338062517234924,27.143,30.634,43.33,0.7759999999999962,1.3145000000000095,0.8436666666666497,0.5259999999999998,0.44200000000000017,0.25799999999999557,7.0
2024,5,RIC,18,102.234,102.7385,102.28966666666666,0.6667600743386086,27.242,30.973,43.552,1.9029999999999916,1.5160000000000053,1.7806666666666473,0.625,0.7809999999999988,0.4799999999999969,11.0
2024,5,RUS,18,101.505,102.269,101.59733333333334,0.4485240173253231,26.984,30.852,43.181,1.1739999999999924,1.0465000000000089,1.088333333333324,0.3670000000000009,0.6600000000000001,0.10899999999999466,8.0
2024,5,SAI,18,100.962,102.366,101.06766666666665,1.0161687691128176,26.911,30.494,43.084,0.6310000000000002,1.143500000000003,0.5586666666666389,0.2940000000000005,0.3019999999999996,0.012000000000000455,5.0
2024,5,SAR,18,102.516,103.095,102.65766666666667,0.48470952490064606,27.332,31.108,43.849,2.1850000000000023,1.8725000000000023,2.1486666666666565,0.7149999999999999,0.9160000000000004,0.7769999999999939,18.0
2024,5,STR,18,102.258,103.101,102.331,0.5847030417731914,27.12,31.166,43.665,1.9269999999999925,1.8785000000000025,1.8219999999999885,0.5030000000000001,0.9740000000000002,0.5929999999999964,14.0
2024,5,TSU,18,102.056,102.989,102.18333333333334,0.5748711620364844,26.98,30.98,43.71,1.7249999999999943,1.7665000000000077,1.6743333333333226,0.36299999999999955,0.7880000000000003,0.6379999999999981,16.0
2024,5,VER,18,100.331,101.2225,100.61000000000001,0.3145448626002879,26.874,30.256,43.106,0.0,0.0,0.10099999999999909,0.2569999999999979,0.06400000000000006,0.03399999999999892,1.0
2024,5,ZHO,18,101.502,102.8115,101.767,0.5426467332659298,27.144,30.603,43.66,1.1709999999999923,1.5889999999999986,1.2579999999999814,0.5269999999999975,0.41100000000000136,0.5879999999999939,9.0
