season,round,driver,quali_lap_count,quali_best_lap,quali_median_lap,quali_top3_average,quali_lap_std,quali_best_sector_1,quali_best_sector_2,quali_best_sector_3,quali_best_lap_gap,quali_median_lap_gap,quali_top3_average_gap,quali_best_sector_1_gap,quali_best_sector_2_gap,quali_best_sector_3_gap
2023,4,ALB,6,101.818,102.184,101.98233333333333,0.6497381010838116,35.84,40.976,24.988,1.6149999999999949,1.1765000000000043,1.4296666666666624,0.6630000000000038,0.7849999999999966,0.32099999999999795
2023,4,ALO,8,101.253,101.9005,101.34100000000001,4.282924501519292,35.673,40.757,24.769,1.0499999999999972,0.8930000000000007,0.7883333333333411,0.4960000000000022,0.5659999999999954,0.10199999999999676
2023,4,BOT,6,102.259,102.6115,102.368,0.4588972651912393,35.825,41.257,25.079,2.0559999999999974,1.6040000000000134,1.815333333333328,0.6480000000000032,1.0659999999999954,0.41199999999999903
2023,4,DEV,1,115.282,115.282,115.282,,41.203,47.497,26.582,15.078999999999994,14.274500000000003,14.72933333333333,6.026000000000003,7.305999999999997,1.9149999999999991
2023,4,GAS,2,104.853,115.3475,115.3475,14.84146423032445,37.311,42.427,25.115,4.6499999999999915,14.340000000000003,14.79483333333333,2.1340000000000003,2.235999999999997,0.44799999999999685
2023,4,HAM,7,101.177,102.113,101.36766666666666,0.9014529013394621,35.702,40.678,24.767,0.9740000000000038,1.1055000000000064,0.8149999999999977,0.5249999999999986,0.48699999999999477,0.09999999999999787
2023,4,HUL,4,102.755,102.9005,102.85199999999999,0.7351872210532543,36.249,41.152,24.908,2.5519999999999925,1.8930000000000007,2.2993333333333226,1.0720000000000027,0.9609999999999985,0.24099999999999966
2023,4,LEC,7,100.203,101.216,100.56166666666667,0.6843393407757102,35.224,40.191,24.788,0.0,0.2085000000000008,0.009000000000000341,0.046999999999997044,0.0,0.12099999999999866
2023,4,MAG,2,103.417,103.797,103.797,0.5374011537017798,36.39,41.541,25.178,3.2139999999999986,2.789500000000004,3.24433333333333,1.213000000000001,1.3499999999999943,0.5109999999999992
2023,4,NOR,6,101.281,101.6125,101.45333333333333,0.5556792839999205,35.461,40.71,25.006,1.078000000000003,0.605000000000004,0.9006666666666661,0.2839999999999989,0.5189999999999984,0.33899999999999864
2023,4,OCO,6,101.798,102.4005,102.04533333333332,0.8215423705851475,35.7,41.037,24.893,1.5949999999999989,1.3930000000000007,1.4926666666666506,0.5230000000000032,0.8459999999999965,0.2259999999999991
2023,4,PER,5,100.495,101.131,100.72966666666666,1.1822854139335397,35.177,40.365,24.764,0.2920000000000016,0.12350000000000705,0.1769999999999925,0.0,0.1739999999999995,0.09699999999999775
2023,4,PIA,9,101.611,102.228,101.78133333333334,4.405959231540845,35.636,40.903,24.925,1.4080000000000013,1.2205000000000013,1.228666666666669,0.4590000000000032,0.7119999999999962,0.2579999999999991
2023,4,RUS,5,101.654,102.073,101.91133333333333,0.8630482605277632,35.794,40.933,24.927,1.4509999999999934,1.0655000000000001,1.3586666666666645,0.6169999999999973,0.7419999999999973,0.259999999999998
2023,4,SAI,7,101.016,101.517,101.205,7.558317273044313,35.512,40.689,24.789,0.8130000000000024,0.5095000000000027,0.6523333333333312,0.33500000000000085,0.49799999999999756,0.12199999999999989
2023,4,SAR,6,102.242,102.59049999999999,102.363,0.5818623262135675,35.858,41.47,24.825,2.0390000000000015,1.5829999999999984,1.8103333333333325,0.6809999999999974,1.2789999999999964,0.1579999999999977
2023,4,STR,7,101.576,102.201,101.71933333333334,0.7040662171239561,35.813,40.77,24.778,1.3729999999999905,1.1935000000000002,1.1666666666666714,0.6360000000000028,0.5790000000000006,0.1109999999999971
2023,4,TSU,8,101.569,102.136,101.72933333333333,0.9282496200607104,35.717,40.835,24.883,1.3659999999999997,1.1285000000000025,1.1766666666666623,0.5399999999999991,0.6439999999999984,0.21599999999999753
2023,4,VER,6,100.391,101.0075,100.55266666666667,0.5813655189866923,35.277,40.335,24.667,0.1880000000000024,0.0,0.0,0.10000000000000142,0.14399999999999835,0.0
2023,4,ZHO,3,102.642,102.985,103.137,0.5859769620044853,36.052,41.578,25.002,2.438999999999993,1.9775000000000063,2.5843333333333334,0.875,1.3870000000000005,0.3349999999999973
