season,round,driver,fp3_lap_count,fp3_best_lap,fp3_median_lap,fp3_top3_average,fp3_lap_std,fp3_best_sector_1,fp3_best_sector_2,fp3_best_sector_3,fp3_best_lap_gap,fp3_median_lap_gap,fp3_top3_average_gap,fp3_best_sector_1_gap,fp3_best_sector_2_gap,fp3_best_sector_3_gap
2022,3,ALB,5,80.958,81.307,81.08066666666667,0.6557024477611771,27.746,18.215,34.88,1.840999999999994,1.543999999999997,1.5996666666666641,0.6050000000000004,0.3329999999999984,1.0120000000000005
2022,3,ALO,5,79.275,79.763,79.566,0.3139447403604642,27.227,17.911,34.137,0.15800000000000125,0.0,0.08499999999999375,0.08600000000000207,0.028999999999999915,0.26899999999999835
2022,3,BOT,6,80.008,80.4105,80.15066666666667,12.94979073833499,27.361,17.996,34.468,0.8909999999999911,0.6474999999999937,0.6696666666666573,0.22000000000000242,0.11399999999999721,0.6000000000000014
2022,3,GAS,5,80.133,80.792,80.50433333333334,1.4235549515210164,27.479,18.261,34.393,1.0159999999999911,1.0289999999999964,1.0233333333333263,0.33800000000000097,0.3789999999999978,0.5249999999999986
2022,3,HAM,7,79.896,80.382,80.09633333333333,8.363379335218625,27.141,18.113,34.302,0.7789999999999964,0.6189999999999998,0.6153333333333251,0.0,0.2309999999999981,0.4339999999999975
2022,3,LAT,4,81.05,82.4755,82.00033333333333,0.9256979348938141,27.72,18.175,35.155,1.9329999999999927,2.7124999999999915,2.5193333333333214,0.5790000000000006,0.29299999999999926,1.286999999999999
2022,3,LEC,5,79.249,80.054,79.66866666666667,0.5332452531434286,27.241,18.059,33.875,0.1319999999999908,0.2909999999999968,0.187666666666658,0.10000000000000142,0.1769999999999996,0.006999999999997897
2022,3,MAG,4,81.025,81.5885,81.40066666666667,0.4922508676139284,27.81,18.363,34.655,1.9080000000000013,1.825499999999991,1.9196666666666573,0.6690000000000005,0.4809999999999981,0.786999999999999
2022,3,MSC,5,80.692,81.886,81.35133333333333,0.7456733869463263,27.598,18.387,34.707,1.5749999999999886,2.1229999999999905,1.8703333333333205,0.45700000000000074,0.504999999999999,0.8389999999999986
2022,3,NOR,3,79.117,80.21,80.19133333333333,1.0651226846393462,27.155,18.094,33.868,0.0,0.4469999999999885,0.7103333333333239,0.014000000000002899,0.21199999999999974,0.0
2022,3,OCO,4,80.205,80.60499999999999,80.47166666666666,0.8438678806543148,27.649,18.042,34.514,1.0879999999999939,0.8419999999999845,0.9906666666666553,0.5080000000000027,0.16000000000000014,0.6460000000000008
2022,3,PER,7,79.265,80.436,79.48100000000001,9.50115534578621,27.234,17.882,33.973,0.14799999999999613,0.6730000000000018,0.0,0.09300000000000352,0.0,0.10499999999999687
2022,3,RIC,4,79.693,80.362,80.139,0.456020467376924,27.265,18.253,34.175,0.5759999999999934,0.5989999999999895,0.657999999999987,0.12400000000000233,0.37099999999999866,0.30699999999999505
2022,3,RUS,9,80.096,81.424,80.34533333333333,6.194326839939913,27.392,18.247,34.369,0.9789999999999992,1.6610000000000014,0.8643333333333203,0.2510000000000012,0.36499999999999844,0.5009999999999977
2022,3,SAI,6,79.419,80.338,79.71266666666666,15.338541051873216,27.237,18.094,34.056,0.3019999999999925,0.5749999999999886,0.23166666666665492,0.09600000000000009,0.21199999999999974,0.18799999999999528
2022,3,STR,3,81.636,82.451,92.68233333333332,18.43150510222465,28.045,18.447,35.144,2.5189999999999912,2.687999999999988,13.20133333333331,0.9040000000000035,0.5649999999999977,1.2759999999999962
2022,3,TSU,5,80.071,81.599,80.69099999999999,10.90534915993064,27.44,18.297,34.3,0.9539999999999935,1.8359999999999985,1.2099999999999795,0.29900000000000304,0.41499999999999915,0.43199999999999505
2022,3,VER,6,79.809,87.214,80.40433333333333,12.482742006466369,27.467,17.969,34.316,0.6919999999999931,7.450999999999993,0.9233333333333178,0.3260000000000005,0.08699999999999974,0.4480000000000004
2022,3,ZHO,5,80.836,82.2,81.74066666666666,11.635218691541638,27.951,18.328,34.557,1.718999999999994,2.4369999999999976,2.2596666666666465,0.8100000000000023,0.44599999999999795,0.6890000000000001
