season,round,driver,fp3_lap_count,fp3_best_lap,fp3_median_lap,fp3_top3_average,fp3_lap_std,fp3_best_sector_1,fp3_best_sector_2,fp3_best_sector_3,fp3_best_lap_gap,fp3_median_lap_gap,fp3_top3_average_gap,fp3_best_sector_1_gap,fp3_best_sector_2_gap,fp3_best_sector_3_gap
2025,1,ALB,6,76.258,76.846,76.52233333333334,0.9172314139118145,26.473,17.176,32.532,0.2980000000000018,0.5585000000000093,0.3440000000000083,0.19599999999999795,0.06599999999999895,0.2539999999999978
2025,1,ALO,6,77.27,78.11850000000001,77.63466666666666,0.8959249968607856,26.72,17.361,33.159,1.3100000000000023,1.8310000000000173,1.4563333333333333,0.44299999999999784,0.2510000000000012,0.8810000000000002
2025,1,ANT,5,76.206,76.87,76.452,0.7327337852180681,26.4,17.325,32.433,0.24600000000000932,0.5825000000000102,0.2736666666666707,0.12299999999999756,0.21499999999999986,0.15500000000000114
2025,1,BOR,5,76.707,77.616,77.25699999999999,0.7708558230953452,26.696,17.32,32.691,0.7469999999999999,1.3285000000000053,1.0786666666666633,0.4190000000000005,0.21000000000000085,0.4130000000000038
2025,1,DOO,5,76.993,77.139,77.05900000000001,0.9419549883088921,26.727,17.116,33.049,1.0330000000000013,0.8515000000000015,0.8806666666666843,0.4499999999999993,0.006000000000000227,0.7710000000000008
2025,1,GAS,8,76.719,77.699,76.80033333333334,0.6636913950452754,26.6,17.274,32.695,0.7590000000000003,1.4115000000000038,0.6220000000000141,0.3230000000000004,0.16400000000000148,0.4170000000000016
2025,1,HAD,5,76.732,77.752,77.08333333333333,0.8681060995062743,26.585,17.259,32.841,0.7720000000000056,1.464500000000001,0.9050000000000011,0.30799999999999983,0.1490000000000009,0.5630000000000024
2025,1,HAM,7,89.46,119.612,104.18833333333333,13.066929208975647,26.607,18.057,40.94,13.5,43.3245,28.010000000000005,0.3299999999999983,0.9469999999999992,8.661999999999999
2025,1,HUL,4,77.146,77.304,77.25133333333333,0.6195409590979453,26.616,17.526,32.937,1.186000000000007,1.0165000000000077,1.0730000000000075,0.33899999999999864,0.41600000000000037,0.6589999999999989
2025,1,LEC,6,76.188,76.481,76.24900000000001,0.62761038869668,26.385,17.139,32.521,0.22800000000000864,0.19350000000000023,0.07066666666668198,0.10800000000000054,0.028999999999999915,0.2430000000000021
2025,1,NOR,5,76.597,76.947,76.741,0.9687032569368168,26.301,17.15,32.278,0.6370000000000005,0.6595000000000084,0.5626666666666722,0.023999999999997357,0.03999999999999915,0.0
2025,1,OCO,5,78.167,80.063,78.86066666666666,20.255941244484294,27.175,17.537,33.354,2.207000000000008,3.775500000000008,2.6823333333333323,0.8979999999999997,0.4269999999999996,1.0760000000000005
2025,1,PIA,4,113.235,114.312,113.95299999999999,1.3133685380222353,40.163,24.014,41.653,37.275000000000006,38.0245,37.77466666666666,13.885999999999996,6.904,9.375
2025,1,RUS,4,75.96,76.2875,76.17833333333333,0.5616240587201882,26.277,17.173,32.51,0.0,0.0,0.0,0.0,0.06299999999999883,0.23199999999999932
2025,1,SAI,8,76.252,76.989,76.45866666666667,5.402823717742418,26.486,17.258,32.479,0.2920000000000016,0.70150000000001,0.28033333333334554,0.20899999999999963,0.1479999999999997,0.2010000000000005
2025,1,STR,9,76.948,78.275,77.376,13.617483275187086,26.59,17.333,33.009,0.9879999999999995,1.9875000000000114,1.1976666666666773,0.31299999999999883,0.22299999999999898,0.7310000000000016
2025,1,VER,4,76.002,77.13900000000001,76.76,2.2845504298803894,26.398,17.11,32.494,0.04200000000000159,0.8515000000000157,0.5816666666666777,0.12099999999999866,0.0,0.21600000000000108
