season,round,driver,fp1_lap_count,fp1_best_lap,fp1_median_lap,fp1_top3_average,fp1_lap_std,fp1_best_sector_1,fp1_best_sector_2,fp1_best_sector_3,fp1_best_lap_gap,fp1_median_lap_gap,fp1_top3_average_gap,fp1_best_sector_1_gap,fp1_best_sector_2_gap,fp1_best_sector_3_gap
2023,4,ALB,15,103.628,106.482,103.901,7.364323222388431,36.572,41.956,25.026,1.3130000000000024,1.0090000000000003,1.3326666666666682,0.6170000000000044,0.7220000000000013,0.28800000000000026
2023,4,ALO,12,103.56,107.334,104.34833333333331,6.5318029873191605,36.778,41.835,24.79,1.2450000000000045,1.8610000000000042,1.779999999999987,0.8230000000000004,0.6009999999999991,0.0519999999999996
2023,4,BOT,15,104.01,109.411,104.52499999999999,7.844105671200024,36.727,42.072,25.211,1.6950000000000074,3.9380000000000024,1.9566666666666634,0.7719999999999985,0.838000000000001,0.472999999999999
2023,4,DEV,11,103.414,106.442,103.92466666666667,7.830030657086162,36.441,41.833,25.026,1.0990000000000038,0.9689999999999941,1.356333333333339,0.4860000000000042,0.5989999999999966,0.28800000000000026
2023,4,GAS,4,106.321,107.718,107.25233333333334,3.187663760499214,37.877,43.104,25.34,4.006,2.2450000000000045,4.684000000000012,1.9220000000000041,1.8699999999999974,0.6020000000000003
2023,4,HAM,9,103.798,106.172,104.81866666666667,1.4042247070101628,36.76,41.791,25.247,1.483000000000004,0.6989999999999981,2.2503333333333444,0.8049999999999997,0.556999999999995,0.5090000000000003
2023,4,HUL,12,104.323,108.8695,105.068,9.91250136726652,36.897,42.048,25.115,2.0079999999999956,3.396500000000003,2.49966666666667,0.9420000000000002,0.8140000000000001,0.3769999999999989
2023,4,LEC,12,102.352,106.208,103.17200000000001,7.603482507537201,35.955,41.264,24.96,0.03700000000000614,0.7349999999999994,0.6036666666666832,0.0,0.030000000000001137,0.2220000000000013
2023,4,MAG,6,107.498,112.419,109.13366666666667,7.003213852701244,38.349,43.724,25.425,5.183000000000007,6.945999999999998,6.565333333333342,2.3939999999999984,2.489999999999995,0.6870000000000012
2023,4,NOR,14,103.125,107.025,104.176,5.293607428247358,36.462,41.603,25.06,0.8100000000000023,1.5520000000000067,1.607666666666674,0.507000000000005,0.3689999999999998,0.3219999999999992
2023,4,OCO,4,105.955,108.29599999999999,107.51566666666668,3.9065824258551123,37.603,43.089,25.263,3.6400000000000006,2.8229999999999933,4.947333333333347,1.6480000000000032,1.8549999999999969,0.5250000000000021
2023,4,PER,10,102.454,106.15350000000001,102.56833333333333,2.681737073863383,36.293,41.234,24.862,0.1389999999999958,0.6805000000000092,0.0,0.33800000000000097,0.0,0.12399999999999878
2023,4,PIA,12,103.98,107.48349999999999,104.347,6.5125763527194085,36.442,42.103,25.215,1.6650000000000063,2.0104999999999933,1.7786666666666662,0.4870000000000019,0.8689999999999998,0.4770000000000003
2023,4,RUS,11,105.082,108.621,106.53833333333334,3.9148673610411713,37.228,42.485,25.369,2.766999999999996,3.147999999999996,3.970000000000013,1.2730000000000032,1.2509999999999977,0.6310000000000002
2023,4,SAI,13,102.899,106.133,103.38099999999999,7.302853713376322,36.382,41.61,24.738,0.5840000000000032,0.6599999999999966,0.812666666666658,0.4269999999999996,0.37599999999999767,0.0
2023,4,SAR,10,104.9,107.6115,106.10166666666667,8.541620559875557,37.032,42.498,25.209,2.585000000000008,2.1385000000000076,3.5333333333333456,1.0769999999999982,1.2639999999999958,0.4710000000000001
2023,4,STR,12,103.455,108.10849999999999,104.05199999999998,7.098597178423011,36.466,41.9,25.089,1.1400000000000006,2.6354999999999933,1.4836666666666503,0.5110000000000028,0.6659999999999968,0.3509999999999991
2023,4,TSU,7,104.137,105.473,104.41766666666668,5.809113554210686,36.628,42.172,25.151,1.8220000000000027,0.0,1.8493333333333482,0.6730000000000018,0.9379999999999953,0.41300000000000026
2023,4,VER,12,102.315,107.3805,102.734,7.272551589970876,36.203,41.243,24.802,0.0,1.9074999999999989,0.16566666666666663,0.24800000000000466,0.009000000000000341,0.06400000000000006
2023,4,ZHO,13,103.748,108.255,104.27966666666667,8.73052517144477,36.493,42.118,25.137,1.433000000000007,2.7819999999999965,1.711333333333343,0.5380000000000038,0.8840000000000003,0.3990000000000009
