season,round,driver,fp2_lap_count,fp2_best_lap,fp2_median_lap,fp2_top3_average,fp2_lap_std,fp2_best_sector_1,fp2_best_sector_2,fp2_best_sector_3,fp2_best_lap_gap,fp2_median_lap_gap,fp2_top3_average_gap,fp2_best_sector_1_gap,fp2_best_sector_2_gap,fp2_best_sector_3_gap
2024,4,ALB,1,123.821,123.821,123.821,,41.075,46.973,35.773,29.096000000000004,25.837500000000006,26.923666666666662,6.459000000000003,5.524000000000001,17.720000000000002
2024,4,BOT,1,116.059,116.059,116.059,,39.726,49.828,26.505,21.334000000000003,18.075500000000005,19.16166666666666,5.109999999999999,8.379000000000005,8.451999999999998
2024,4,HAM,2,95.226,109.751,109.751,20.541451993469206,35.724,41.449,18.053,0.5010000000000048,11.767500000000013,12.853666666666669,1.107999999999997,0.0,0.0
2024,4,HUL,1,115.179,115.179,115.179,,39.796,45.075,30.308,20.454000000000008,17.19550000000001,18.281666666666666,5.18,3.6260000000000048,12.254999999999999
2024,4,LEC,2,98.76,115.571,115.571,23.774344197054102,37.038,43.266,18.456,4.035000000000011,17.587500000000006,18.673666666666662,2.421999999999997,1.8170000000000002,0.4029999999999987
2024,4,NOR,1,104.977,104.977,104.977,,36.389,42.694,25.894,10.25200000000001,6.993500000000012,8.079666666666668,1.7730000000000032,1.2450000000000045,7.8409999999999975
2024,4,OCO,1,119.113,119.113,119.113,,43.766,48.852,26.495,24.388000000000005,21.129500000000007,22.215666666666664,9.149999999999999,7.402999999999999,8.442
2024,4,PIA,4,94.725,97.98349999999999,96.89733333333334,8.268046302885992,34.616,41.883,18.226,0.0,0.0,0.0,0.0,0.4340000000000046,0.17299999999999827
2024,4,RIC,4,101.913,113.3685,109.55,11.353116059038594,36.74,45.453,19.72,7.188000000000002,15.385000000000005,12.652666666666661,2.1240000000000023,4.004000000000005,1.666999999999998
2024,4,SAI,1,112.579,112.579,112.579,,38.596,47.708,26.275,17.854,14.595500000000001,15.681666666666658,3.979999999999997,6.259,8.221999999999998
2024,4,TSU,4,100.946,116.1925,111.11033333333334,16.818861762913684,35.839,45.384,19.723,6.221000000000004,18.209000000000003,14.213000000000008,1.222999999999999,3.9350000000000023,1.6699999999999982
2024,4,ZHO,1,123.317,123.317,123.317,,44.308,49.096,29.913,28.592,25.3335,26.419666666666657,9.692,7.6469999999999985,11.86
