season,round,driver,sprint_quali_lap_count,sprint_quali_best_lap,sprint_quali_median_lap,sprint_quali_top3_average,sprint_quali_lap_std,sprint_quali_best_sector_1,sprint_quali_best_sector_2,sprint_quali_best_sector_3,sprint_quali_best_lap_gap,sprint_quali_median_lap_gap,sprint_quali_top3_average_gap,sprint_quali_best_sector_1_gap,sprint_quali_best_sector_2_gap,sprint_quali_best_sector_3_gap
2023,4,ALB,6,102.846,103.4985,103.108,0.9395269022225988,36.125,41.802,24.883,1.149000000000001,1.0815000000000055,0.9266666666666765,0.3960000000000008,0.9140000000000015,0.1479999999999997
2023,4,ALO,7,102.976,104.302,103.25833333333333,6.156233844068717,36.211,41.77,24.827,1.2789999999999964,1.8850000000000051,1.0769999999999982,0.4819999999999993,0.882000000000005,0.0920000000000023
2023,4,BOT,4,105.352,116.586,112.84133333333334,5.93660346213781,37.172,42.983,25.197,3.655000000000001,14.168999999999997,10.66000000000001,1.4429999999999978,2.094999999999999,0.46199999999999974
2023,4,DEV,3,108.18,130.234,124.01833333333333,13.821776815349507,38.083,43.977,26.12,6.483000000000004,27.817000000000007,21.837000000000003,2.353999999999999,3.0889999999999986,1.3850000000000016
2023,4,GAS,1,106.951,106.951,106.951,,37.985,43.131,25.835,5.253999999999991,4.533999999999992,4.769666666666666,2.2560000000000002,2.243000000000002,1.1000000000000014
2023,4,HAM,6,102.502,103.095,102.70633333333335,0.8252223942671484,36.194,41.35,24.815,0.8049999999999926,0.6779999999999973,0.5250000000000199,0.4650000000000034,0.4620000000000033,0.08000000000000185
2023,4,HUL,4,103.806,104.8955,104.53233333333333,0.8313581257997885,36.741,42.086,24.932,2.1089999999999947,2.478499999999997,2.350999999999999,1.0120000000000005,1.1980000000000004,0.19699999999999918
2023,4,LEC,5,101.697,102.812,102.33633333333334,0.6137297450832881,35.79,41.061,24.774,0.0,0.394999999999996,0.15500000000001535,0.06099999999999994,0.17300000000000182,0.03900000000000148
2023,4,MAG,4,104.101,104.58699999999999,104.425,0.3777701020462071,36.715,42.183,24.972,2.4039999999999964,2.1699999999999875,2.2436666666666696,0.9860000000000042,1.2950000000000017,0.23700000000000188
2023,4,NOR,6,103.395,104.62700000000001,103.59066666666666,9.817024099321888,36.485,41.729,25.038,1.6979999999999933,2.210000000000008,1.4093333333333362,0.7560000000000002,0.8410000000000011,0.3030000000000008
2023,4,OCO,5,104.088,104.816,104.44566666666667,6.192165428991703,36.682,42.186,25.101,2.390999999999991,2.399000000000001,2.26433333333334,0.953000000000003,1.2980000000000018,0.36599999999999966
2023,4,PER,5,101.844,102.925,102.21499999999999,1.189950755283597,35.802,40.888,24.813,0.14699999999999136,0.5079999999999956,0.03366666666666163,0.0730000000000004,0.0,0.0779999999999994
2023,4,PIA,4,103.427,104.1425,103.904,0.4763167713472445,36.458,41.892,25.062,1.730000000000004,1.7254999999999967,1.7226666666666688,0.7289999999999992,1.0040000000000049,0.32700000000000173
2023,4,RUS,9,102.252,103.763,102.734,5.2036457171871335,36.127,41.23,24.895,0.5549999999999926,1.3460000000000036,0.5526666666666671,0.39800000000000324,0.34199999999999875,0.16000000000000014
2023,4,SAI,5,102.287,103.099,102.765,0.8185281302435439,36.03,41.428,24.735,0.5900000000000034,0.6820000000000022,0.583666666666673,0.30100000000000193,0.5399999999999991,0.0
2023,4,SAR,4,104.042,119.7355,114.50433333333332,17.404663953473303,36.71,42.545,24.787,2.344999999999999,17.3185,12.322999999999993,0.9810000000000016,1.6570000000000036,0.0519999999999996
2023,4,STR,7,103.064,103.729,103.33333333333333,5.708599590592627,36.356,41.712,24.909,1.3669999999999902,1.3119999999999976,1.152000000000001,0.6270000000000024,0.8240000000000052,0.1739999999999995
2023,4,TSU,4,105.436,117.8355,113.70233333333333,13.020924659946386,37.367,42.802,25.267,3.7390000000000043,15.418499999999995,11.521,1.6379999999999981,1.9140000000000015,0.532
2023,4,VER,5,101.987,102.417,102.18133333333333,0.7054016586314505,35.729,41.123,24.788,0.28999999999999204,0.0,0.0,0.0,0.23499999999999943,0.053000000000000824
2023,4,ZHO,3,105.177,114.906,113.82366666666667,8.159516795333737,37.127,42.828,25.222,3.480000000000004,12.489000000000004,11.64233333333334,1.3980000000000032,1.9400000000000048,0.4870000000000019
