season,round,race_date,race_name,circuit,driver,team,grid_position,finish_position,points
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,HAM,Mercedes,1,1,25.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,VER,Red Bull,3,2,19.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,LEC,Ferrari,4,3,15.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,RIC,Renault,8,4,12.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,NOR,McLaren,5,5,10.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,OCO,Renault,9,6,8.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,GAS,AlphaTauri,11,7,6.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,ALB,Red Bull,12,8,4.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,STR,Racing Point,6,9,2.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,VET,Ferrari,10,10,1.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,BOT,Mercedes,2,11,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,RUS,Williams,20,12,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,SAI,McLaren,7,13,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,GIO,Alfa Romeo,15,14,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,LAT,Williams,18,15,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,GRO,Haas F1 Team,17,16,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,RAI,Alfa Romeo,16,17,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,KVY,AlphaTauri,19,18,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,MAG,Haas F1 Team,14,19,0.0
2020,4,2020-08-02,British Grand Prix,Silverstone Circuit,HUL,Racing Point,13,20,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,VER,Red Bull,4,1,25.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,HAM,Mercedes,2,2,19.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,BOT,Mercedes,1,3,15.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,LEC,Ferrari,8,4,12.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,ALB,Red Bull,9,5,10.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,STR,Racing Point,6,6,8.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,HUL,Racing Point,3,7,6.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,OCO,Renault,14,8,4.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,NOR,McLaren,10,9,2.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,KVY,AlphaTauri,16,10,1.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,GAS,AlphaTauri,7,11,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,VET,Ferrari,11,12,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,SAI,McLaren,12,13,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,RIC,Renault,5,14,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,RAI,Alfa Romeo,20,15,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,GRO,Haas F1 Team,13,16,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,GIO,Alfa Romeo,19,17,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,RUS,Williams,15,18,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,LAT,Williams,18,19,0.0
2020,5,2020-08-09,70th Anniversary Grand Prix,Silverstone Circuit,MAG,Haas F1 Team,17,20,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,HAM,Mercedes,2,1,25.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,VER,Red Bull,1,2,18.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,BOT,Mercedes,3,3,16.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,NOR,McLaren,7,4,12.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,PER,Red Bull,0,5,10.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,LEC,Ferrari,4,6,8.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,RIC,McLaren,6,7,6.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,SAI,Ferrari,8,8,4.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,TSU,AlphaTauri,13,9,2.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,STR,Aston Martin,10,10,1.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,RAI,Alfa Romeo,14,11,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,GIO,Alfa Romeo,12,12,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,OCO,Alpine F1 Team,16,13,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,RUS,Williams,15,14,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,VET,Aston Martin,20,15,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,MSC,Haas F1 Team,18,16,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,GAS,AlphaTauri,5,17,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,LAT,Williams,17,18,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,ALO,Alpine F1 Team,9,19,0.0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain International Circuit,MAZ,Haas F1 Team,19,20,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,VER,Red Bull,3,1,25.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,HAM,Mercedes,1,2,19.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,NOR,McLaren,7,3,15.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,LEC,Ferrari,4,4,12.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,SAI,Ferrari,11,5,10.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RIC,McLaren,6,6,8.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,GAS,AlphaTauri,5,7,6.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,STR,Aston Martin,10,8,4.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,OCO,Alpine F1 Team,9,9,2.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ALO,Alpine F1 Team,15,10,1.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,PER,Red Bull,2,11,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,TSU,AlphaTauri,20,12,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RAI,Alfa Romeo,16,13,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,GIO,Alfa Romeo,17,14,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,VET,Aston Martin,0,15,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,MSC,Haas F1 Team,18,16,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,MAZ,Haas F1 Team,19,17,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,BOT,Mercedes,8,18,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RUS,Williams,12,19,0.0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,LAT,Williams,14,20,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,HAM,Mercedes,2,1,25.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,VER,Red Bull,3,2,18.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,BOT,Mercedes,1,3,16.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,PER,Red Bull,4,4,12.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,NOR,McLaren,7,5,10.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,LEC,Ferrari,8,6,8.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,OCO,Alpine F1 Team,6,7,6.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,ALO,Alpine F1 Team,13,8,4.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,RIC,McLaren,16,9,2.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,GAS,AlphaTauri,9,10,1.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,SAI,Ferrari,5,11,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,GIO,Alfa Romeo,12,12,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,VET,Aston Martin,10,13,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,STR,Aston Martin,17,14,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,TSU,AlphaTauri,14,15,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,RUS,Williams,11,16,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,MSC,Haas F1 Team,19,17,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,LAT,Williams,18,18,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,MAZ,Haas F1 Team,20,19,0.0
2021,3,2021-05-02,Portuguese Grand Prix,Autódromo Internacional do Algarve,RAI,Alfa Romeo,15,20,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,HAM,Mercedes,1,1,25.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VER,Red Bull,2,2,19.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,BOT,Mercedes,3,3,15.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,LEC,Ferrari,4,4,12.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,PER,Red Bull,8,5,10.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RIC,McLaren,7,6,8.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,SAI,Ferrari,6,7,6.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,NOR,McLaren,9,8,4.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,OCO,Alpine F1 Team,5,9,2.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,GAS,AlphaTauri,12,10,1.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,STR,Aston Martin,11,11,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RAI,Alfa Romeo,17,12,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VET,Aston Martin,13,13,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RUS,Williams,15,14,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,GIO,Alfa Romeo,14,15,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,LAT,Williams,19,16,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ALO,Alpine F1 Team,10,17,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,MSC,Haas F1 Team,18,18,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,MAZ,Haas F1 Team,20,19,0.0
2021,4,2021-05-09,Spanish Grand Prix,Circuit de Barcelona-Catalunya,TSU,AlphaTauri,16,20,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,VER,Red Bull,2,1,25.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,SAI,Ferrari,4,2,18.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,NOR,McLaren,5,3,15.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,PER,Red Bull,9,4,12.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,VET,Aston Martin,8,5,10.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,GAS,AlphaTauri,6,6,8.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,HAM,Mercedes,7,7,7.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,STR,Aston Martin,13,8,4.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,OCO,Alpine F1 Team,11,9,2.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,GIO,Alfa Romeo,10,10,1.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,RAI,Alfa Romeo,14,11,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,RIC,McLaren,12,12,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,ALO,Alpine F1 Team,17,13,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,RUS,Williams,15,14,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,LAT,Williams,18,15,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,TSU,AlphaTauri,16,16,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,MAZ,Haas F1 Team,19,17,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,MSC,Haas F1 Team,20,18,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,BOT,Mercedes,3,19,0.0
2021,5,2021-05-23,Monaco Grand Prix,Circuit de Monaco,LEC,Ferrari,1,20,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,LEC,Ferrari,1,1,26.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,SAI,Ferrari,3,2,18.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,HAM,Mercedes,5,3,15.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,RUS,Mercedes,9,4,12.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,MAG,Haas F1 Team,7,5,10.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,BOT,Alfa Romeo,6,6,8.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,OCO,Alpine F1 Team,11,7,6.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,TSU,AlphaTauri,16,8,4.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,ALO,Alpine F1 Team,8,9,2.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,ZHO,Alfa Romeo,15,10,1.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,MSC,Haas F1 Team,12,11,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,STR,Aston Martin,19,12,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,ALB,Williams,14,13,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,RIC,McLaren,18,14,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,NOR,McLaren,13,15,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,LAT,Williams,20,16,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,HUL,Aston Martin,17,17,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,PER,Red Bull,4,18,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,VER,Red Bull,2,19,0.0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain International Circuit,GAS,AlphaTauri,10,20,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,VER,Red Bull,4,1,25.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LEC,Ferrari,2,2,19.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,SAI,Ferrari,3,3,15.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,PER,Red Bull,1,4,12.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RUS,Mercedes,6,5,10.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,OCO,Alpine F1 Team,5,6,8.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,NOR,McLaren,11,7,6.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,GAS,AlphaTauri,9,8,4.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MAG,Haas F1 Team,10,9,2.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,HAM,Mercedes,15,10,1.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ZHO,Alfa Romeo,12,11,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,HUL,Aston Martin,17,12,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,STR,Aston Martin,13,13,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALB,Williams,16,14,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,BOT,Alfa Romeo,8,15,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALO,Alpine F1 Team,7,16,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RIC,McLaren,14,17,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LAT,Williams,18,18,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,TSU,AlphaTauri,19,19,0.0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MSC,Haas F1 Team,0,20,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,LEC,Ferrari,1,1,26.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,PER,Red Bull,3,2,18.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,RUS,Mercedes,6,3,15.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,HAM,Mercedes,5,4,12.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,NOR,McLaren,4,5,10.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,RIC,McLaren,7,6,8.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,OCO,Alpine F1 Team,8,7,6.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,BOT,Alfa Romeo,12,8,4.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,GAS,AlphaTauri,11,9,2.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,ALB,Williams,20,10,1.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,ZHO,Alfa Romeo,14,11,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,STR,Aston Martin,19,12,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,MSC,Haas F1 Team,15,13,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,MAG,Haas F1 Team,16,14,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,TSU,AlphaTauri,13,15,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,LAT,Williams,18,16,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,ALO,Alpine F1 Team,10,17,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,VER,Red Bull,2,18,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,VET,Aston Martin,17,19,0.0
2022,3,2022-04-10,Australian Grand Prix,Albert Park Grand Prix Circuit,SAI,Ferrari,9,20,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,VER,Red Bull,1,1,26.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,PER,Red Bull,3,2,18.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,NOR,McLaren,5,3,15.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RUS,Mercedes,11,4,12.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,BOT,Alfa Romeo,7,5,10.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,LEC,Ferrari,2,6,8.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,TSU,AlphaTauri,12,7,6.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,VET,Aston Martin,13,8,4.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,MAG,Haas F1 Team,8,9,2.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,STR,Aston Martin,15,10,1.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ALB,Williams,18,11,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,GAS,AlphaTauri,17,12,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,HAM,Mercedes,14,13,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,OCO,Alpine F1 Team,16,14,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ZHO,Alfa Romeo,0,15,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,LAT,Williams,19,16,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,MSC,Haas F1 Team,10,17,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RIC,McLaren,6,18,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ALO,Alpine F1 Team,9,19,0.0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,SAI,Ferrari,4,20,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,VER,Red Bull,3,1,26.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,LEC,Ferrari,1,2,18.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,SAI,Ferrari,2,3,15.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,PER,Red Bull,4,4,12.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,RUS,Mercedes,12,5,10.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,HAM,Mercedes,6,6,8.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,BOT,Alfa Romeo,5,7,6.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,OCO,Alpine F1 Team,20,8,4.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,ALB,Williams,18,9,2.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,STR,Aston Martin,0,10,1.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,ALO,Alpine F1 Team,11,11,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,TSU,AlphaTauri,9,12,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,RIC,McLaren,14,13,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,LAT,Williams,19,14,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,MSC,Haas F1 Team,15,15,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,MAG,Haas F1 Team,16,16,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,VET,Aston Martin,0,17,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,GAS,AlphaTauri,7,18,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,NOR,McLaren,8,19,0.0
2022,5,2022-05-08,Miami Grand Prix,Miami International Autodrome,ZHO,Alfa Romeo,17,20,0.0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain International Circuit,VER,Red Bull,1,1,25.0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain International Circuit,PER,Red Bull,2,2,18.0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain International Circuit,ALO,Aston Martin,5,3,15.0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain International Circuit,SAI,Ferrari,4,4,12.0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain International Circuit,HAM,Mercedes,7,5,10.0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain International Circuit,STR,Aston Martin,8,6,8.0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain International Circuit,RUS,Mercedes,6,7,6.0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain International Circuit,BOT,Alfa Romeo,12,8,4.0
