season,round,event_date,event_name,country,location,event_format,driver,driver_number,team,grid_position,finish_position,points,status,winner,podium
2019,5,2019-05-12,Spanish Grand Prix,Spain,Barcelona,conventional,PER,11,Racing Point,15.0,15.0,0.0,Finished,0,0
2019,5,2019-05-12,Spanish Grand Prix,Spain,Barcelona,conventional,GIO,99,Alfa Romeo,18.0,16.0,0.0,Finished,0,0
2019,5,2019-05-12,Spanish Grand Prix,Spain,Barcelona,conventional,RUS,63,Williams,19.0,17.0,0.0,+1 Lap,0,0
2019,5,2019-05-12,Spanish Grand Prix,Spain,Barcelona,conventional,KUB,88,Williams,17.0,18.0,0.0,+1 Lap,0,0
2019,5,2019-05-12,Spanish Grand Prix,Spain,Barcelona,conventional,STR,18,Racing Point,16.0,19.0,0.0,Collision,0,0
2019,5,2019-05-12,Spanish Grand Prix,Spain,Barcelona,conventional,NOR,1,McLaren,10.0,20.0,0.0,Collision,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,BOT,77,Mercedes,1.0,1.0,25.0,Finished,1,1
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,LEC,16,Ferrari,7.0,2.0,18.0,Finished,0,1
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,NOR,1,McLaren,3.0,3.0,16.0,Finished,0,1
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,HAM,44,Mercedes,5.0,4.0,12.0,Finished,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,SAI,55,McLaren,8.0,5.0,10.0,Finished,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,PER,11,Racing Point,6.0,6.0,8.0,Finished,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,GAS,10,AlphaTauri,12.0,7.0,6.0,Finished,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,OCO,31,Renault,14.0,8.0,4.0,Finished,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,GIO,99,Alfa Romeo,18.0,9.0,2.0,Finished,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,VET,5,Ferrari,11.0,10.0,1.0,Finished,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,LAT,6,Williams,20.0,11.0,0.0,Finished,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,KVY,26,AlphaTauri,13.0,12.0,0.0,Suspension,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,ALB,23,Red Bull,4.0,13.0,0.0,Electronics,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,RAI,7,Alfa Romeo,19.0,14.0,0.0,Wheel,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,RUS,63,Williams,17.0,15.0,0.0,Fuel pressure,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,GRO,8,Haas F1 Team,15.0,16.0,0.0,Brakes,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,MAG,20,Haas F1 Team,16.0,17.0,0.0,Brakes,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,STR,18,Racing Point,9.0,18.0,0.0,Engine,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,RIC,3,Renault,10.0,19.0,0.0,Overheating,0,0
2020,1,2020-07-05,Austrian Grand Prix,Austria,Spielberg,conventional,VER,3,Red Bull,2.0,20.0,0.0,Electronics,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,HAM,44,Mercedes,1.0,1.0,25.0,Finished,1,1
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,BOT,77,Mercedes,4.0,2.0,18.0,Finished,0,1
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,VER,3,Red Bull,2.0,3.0,15.0,Finished,0,1
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,ALB,23,Red Bull,6.0,4.0,12.0,Finished,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,NOR,1,McLaren,9.0,5.0,10.0,Finished,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,PER,11,Racing Point,17.0,6.0,8.0,Finished,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,STR,18,Racing Point,12.0,7.0,6.0,Finished,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,RIC,3,Renault,8.0,8.0,4.0,Finished,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,SAI,55,McLaren,3.0,9.0,3.0,+1 Lap,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,KVY,26,AlphaTauri,13.0,10.0,1.0,+1 Lap,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,RAI,7,Alfa Romeo,16.0,11.0,0.0,+1 Lap,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,MAG,20,Haas F1 Team,15.0,12.0,0.0,+1 Lap,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,GRO,8,Haas F1 Team,0.0,13.0,0.0,+1 Lap,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,GIO,99,Alfa Romeo,19.0,14.0,0.0,+1 Lap,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,GAS,10,AlphaTauri,7.0,15.0,0.0,+1 Lap,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,RUS,63,Williams,11.0,16.0,0.0,+2 Laps,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,LAT,6,Williams,18.0,17.0,0.0,+2 Laps,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,OCO,31,Renault,5.0,18.0,0.0,Overheating,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,LEC,16,Ferrari,14.0,19.0,0.0,Collision damage,0,0
2020,2,2020-07-12,Styrian Grand Prix,Austria,Spielberg,conventional,VET,5,Ferrari,10.0,20.0,0.0,Collision damage,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,HAM,44,Mercedes,1.0,1.0,26.0,Finished,1,1
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,VER,3,Red Bull,7.0,2.0,18.0,Finished,0,1
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,BOT,77,Mercedes,2.0,3.0,15.0,Finished,0,1
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,STR,18,Racing Point,3.0,4.0,12.0,Finished,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,ALB,23,Red Bull,13.0,5.0,10.0,Finished,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,VET,5,Ferrari,5.0,6.0,8.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,PER,11,Racing Point,4.0,7.0,6.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,RIC,3,Renault,11.0,8.0,4.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,SAI,55,McLaren,9.0,9.0,2.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,MAG,20,Haas F1 Team,0.0,10.0,1.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,LEC,16,Ferrari,6.0,11.0,0.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,KVY,26,AlphaTauri,17.0,12.0,0.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,NOR,1,McLaren,8.0,13.0,0.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,OCO,31,Renault,14.0,14.0,0.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,RAI,7,Alfa Romeo,20.0,15.0,0.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,GRO,8,Haas F1 Team,0.0,16.0,0.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,GIO,99,Alfa Romeo,19.0,17.0,0.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,RUS,63,Williams,12.0,18.0,0.0,+1 Lap,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,LAT,6,Williams,15.0,19.0,0.0,+5 Laps,0,0
2020,3,2020-07-19,Hungarian Grand Prix,Hungary,Budapest,conventional,GAS,10,AlphaTauri,10.0,20.0,0.0,Engine,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,HAM,44,Mercedes,1.0,1.0,25.0,Finished,1,1
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,VER,3,Red Bull,3.0,2.0,19.0,Finished,0,1
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,LEC,16,Ferrari,4.0,3.0,15.0,Finished,0,1
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,RIC,3,Renault,8.0,4.0,12.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,NOR,1,McLaren,5.0,5.0,10.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,OCO,31,Renault,9.0,6.0,8.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,GAS,10,AlphaTauri,11.0,7.0,6.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,ALB,23,Red Bull,12.0,8.0,4.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,STR,18,Racing Point,6.0,9.0,2.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,VET,5,Ferrari,10.0,10.0,1.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,BOT,77,Mercedes,2.0,11.0,0.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,RUS,63,Williams,20.0,12.0,0.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,SAI,55,McLaren,7.0,13.0,0.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,GIO,99,Alfa Romeo,15.0,14.0,0.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,LAT,6,Williams,18.0,15.0,0.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,GRO,8,Haas F1 Team,17.0,16.0,0.0,Finished,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,RAI,7,Alfa Romeo,16.0,17.0,0.0,+1 Lap,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,KVY,26,AlphaTauri,19.0,18.0,0.0,Accident,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,MAG,20,Haas F1 Team,14.0,19.0,0.0,Collision,0,0
2020,4,2020-08-02,British Grand Prix,UK,Silverstone,conventional,HUL,27,Racing Point,13.0,20.0,0.0,Power Unit,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,VER,3,Red Bull,4.0,1.0,25.0,Finished,1,1
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,HAM,44,Mercedes,2.0,2.0,19.0,Finished,0,1
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,BOT,77,Mercedes,1.0,3.0,15.0,Finished,0,1
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,LEC,16,Ferrari,8.0,4.0,12.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,ALB,23,Red Bull,9.0,5.0,10.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,STR,18,Racing Point,6.0,6.0,8.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,HUL,27,Racing Point,3.0,7.0,6.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,OCO,31,Renault,14.0,8.0,4.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,NOR,1,McLaren,10.0,9.0,2.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,KVY,26,AlphaTauri,16.0,10.0,1.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,GAS,10,AlphaTauri,7.0,11.0,0.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,VET,5,Ferrari,11.0,12.0,0.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,SAI,55,McLaren,12.0,13.0,0.0,Finished,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,RIC,3,Renault,5.0,14.0,0.0,+1 Lap,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,RAI,7,Alfa Romeo,20.0,15.0,0.0,+1 Lap,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,GRO,8,Haas F1 Team,13.0,16.0,0.0,+1 Lap,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,GIO,99,Alfa Romeo,19.0,17.0,0.0,+1 Lap,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,RUS,63,Williams,15.0,18.0,0.0,+1 Lap,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,LAT,6,Williams,18.0,19.0,0.0,+1 Lap,0,0
2020,5,2020-08-09,70th Anniversary Grand Prix,UK,Silverstone,conventional,MAG,20,Haas F1 Team,17.0,20.0,0.0,Retired,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,HAM,44,Mercedes,2.0,1.0,25.0,Finished,1,1
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,VER,3,Red Bull,1.0,2.0,18.0,Finished,0,1
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,BOT,77,Mercedes,3.0,3.0,16.0,Finished,0,1
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,NOR,1,McLaren,7.0,4.0,12.0,Finished,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,PER,11,Red Bull,0.0,5.0,10.0,Finished,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,LEC,16,Ferrari,4.0,6.0,8.0,Finished,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,RIC,3,McLaren,6.0,7.0,6.0,Finished,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,SAI,55,Ferrari,8.0,8.0,4.0,Finished,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,TSU,22,AlphaTauri,13.0,9.0,2.0,Finished,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,STR,18,Aston Martin,10.0,10.0,1.0,Finished,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,RAI,7,Alfa Romeo,14.0,11.0,0.0,Finished,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,GIO,99,Alfa Romeo,12.0,12.0,0.0,+1 Lap,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,OCO,31,Alpine F1 Team,16.0,13.0,0.0,+1 Lap,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,RUS,63,Williams,15.0,14.0,0.0,+1 Lap,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,VET,5,Aston Martin,20.0,15.0,0.0,+1 Lap,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,MSC,47,Haas F1 Team,18.0,16.0,0.0,+1 Lap,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,GAS,10,AlphaTauri,5.0,17.0,0.0,Retired,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,LAT,6,Williams,17.0,18.0,0.0,Retired,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,ALO,14,Alpine F1 Team,9.0,19.0,0.0,Brakes,0,0
2021,1,2021-03-28,Bahrain Grand Prix,Bahrain,Sakhir,conventional,MAZ,9,Haas F1 Team,19.0,20.0,0.0,Accident,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,VER,3,Red Bull,3.0,1.0,25.0,Finished,1,1
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,HAM,44,Mercedes,1.0,2.0,19.0,Finished,0,1
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,NOR,1,McLaren,7.0,3.0,15.0,Finished,0,1
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,LEC,16,Ferrari,4.0,4.0,12.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,SAI,55,Ferrari,11.0,5.0,10.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,RIC,3,McLaren,6.0,6.0,8.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,GAS,10,AlphaTauri,5.0,7.0,6.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,STR,18,Aston Martin,10.0,8.0,4.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,OCO,31,Alpine F1 Team,9.0,9.0,2.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,ALO,14,Alpine F1 Team,15.0,10.0,1.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,PER,11,Red Bull,2.0,11.0,0.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,TSU,22,AlphaTauri,20.0,12.0,0.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,RAI,7,Alfa Romeo,16.0,13.0,0.0,Finished,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,GIO,99,Alfa Romeo,17.0,14.0,0.0,+1 Lap,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,VET,5,Aston Martin,0.0,15.0,0.0,Gearbox,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,MSC,47,Haas F1 Team,18.0,16.0,0.0,+2 Laps,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,MAZ,9,Haas F1 Team,19.0,17.0,0.0,+2 Laps,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,BOT,77,Mercedes,8.0,18.0,0.0,Collision,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,RUS,63,Williams,12.0,19.0,0.0,Collision,0,0
2021,2,2021-04-18,Emilia Romagna Grand Prix,Italy,Imola,conventional,LAT,6,Williams,14.0,20.0,0.0,Collision,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,HAM,44,Mercedes,2.0,1.0,25.0,Finished,1,1
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,VER,3,Red Bull,3.0,2.0,18.0,Finished,0,1
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,BOT,77,Mercedes,1.0,3.0,16.0,Finished,0,1
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,PER,11,Red Bull,4.0,4.0,12.0,Finished,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,NOR,1,McLaren,7.0,5.0,10.0,Finished,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,LEC,16,Ferrari,8.0,6.0,8.0,Finished,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,OCO,31,Alpine F1 Team,6.0,7.0,6.0,Finished,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,ALO,14,Alpine F1 Team,13.0,8.0,4.0,Finished,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,RIC,3,McLaren,16.0,9.0,2.0,Finished,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,GAS,10,AlphaTauri,9.0,10.0,1.0,Finished,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,SAI,55,Ferrari,5.0,11.0,0.0,Finished,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,GIO,99,Alfa Romeo,12.0,12.0,0.0,+1 Lap,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,VET,5,Aston Martin,10.0,13.0,0.0,+1 Lap,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,STR,18,Aston Martin,17.0,14.0,0.0,+1 Lap,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,TSU,22,AlphaTauri,14.0,15.0,0.0,+1 Lap,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,RUS,63,Williams,11.0,16.0,0.0,+1 Lap,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,MSC,47,Haas F1 Team,19.0,17.0,0.0,+2 Laps,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,LAT,6,Williams,18.0,18.0,0.0,+2 Laps,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,MAZ,9,Haas F1 Team,20.0,19.0,0.0,+2 Laps,0,0
2021,3,2021-05-02,Portuguese Grand Prix,Portugal,Portimão,conventional,RAI,7,Alfa Romeo,15.0,20.0,0.0,Collision damage,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,HAM,44,Mercedes,1.0,1.0,25.0,Finished,1,1
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,VER,3,Red Bull,2.0,2.0,19.0,Finished,0,1
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,BOT,77,Mercedes,3.0,3.0,15.0,Finished,0,1
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,LEC,16,Ferrari,4.0,4.0,12.0,Finished,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,PER,11,Red Bull,8.0,5.0,10.0,Finished,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,RIC,3,McLaren,7.0,6.0,8.0,Finished,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,SAI,55,Ferrari,6.0,7.0,6.0,Finished,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,NOR,1,McLaren,9.0,8.0,4.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,OCO,31,Alpine F1 Team,5.0,9.0,2.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,GAS,10,AlphaTauri,12.0,10.0,1.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,STR,18,Aston Martin,11.0,11.0,0.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,RAI,7,Alfa Romeo,17.0,12.0,0.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,VET,5,Aston Martin,13.0,13.0,0.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,RUS,63,Williams,15.0,14.0,0.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,GIO,99,Alfa Romeo,14.0,15.0,0.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,LAT,6,Williams,19.0,16.0,0.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,ALO,14,Alpine F1 Team,10.0,17.0,0.0,+1 Lap,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,MSC,47,Haas F1 Team,18.0,18.0,0.0,+2 Laps,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,MAZ,9,Haas F1 Team,20.0,19.0,0.0,+2 Laps,0,0
2021,4,2021-05-09,Spanish Grand Prix,Spain,Barcelona,conventional,TSU,22,AlphaTauri,16.0,20.0,0.0,Electrical,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,VER,3,Red Bull,2.0,1.0,25.0,Finished,1,1
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,SAI,55,Ferrari,4.0,2.0,18.0,Finished,0,1
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,NOR,1,McLaren,5.0,3.0,15.0,Finished,0,1
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,PER,11,Red Bull,9.0,4.0,12.0,Finished,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,VET,5,Aston Martin,8.0,5.0,10.0,Finished,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,GAS,10,AlphaTauri,6.0,6.0,8.0,Finished,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,HAM,44,Mercedes,7.0,7.0,7.0,Finished,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,STR,18,Aston Martin,13.0,8.0,4.0,+1 Lap,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,OCO,31,Alpine F1 Team,11.0,9.0,2.0,+1 Lap,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,GIO,99,Alfa Romeo,10.0,10.0,1.0,+1 Lap,0,0
