season,round,event_date,event_name,country,location,event_format,driver,driver_number,team,grid_position,finish_position,points,status,winner,podium
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,RAI,7,Alfa Romeo,14.0,11.0,0.0,+1 Lap,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,RIC,3,McLaren,12.0,12.0,0.0,+1 Lap,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,ALO,14,Alpine F1 Team,17.0,13.0,0.0,+1 Lap,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,RUS,63,Williams,15.0,14.0,0.0,+1 Lap,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,LAT,6,Williams,18.0,15.0,0.0,+1 Lap,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,TSU,22,AlphaTauri,16.0,16.0,0.0,+1 Lap,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,MAZ,9,Haas F1 Team,19.0,17.0,0.0,+3 Laps,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,MSC,47,Haas F1 Team,20.0,18.0,0.0,+3 Laps,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,BOT,77,Mercedes,3.0,19.0,0.0,Wheel nut,0,0
2021,5,2021-05-23,Monaco Grand Prix,Monaco,Monte Carlo,conventional,LEC,16,Ferrari,1.0,20.0,0.0,Driveshaft,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,LEC,16,Ferrari,1.0,1.0,26.0,Finished,1,1
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,SAI,55,Ferrari,3.0,2.0,18.0,Finished,0,1
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,HAM,44,Mercedes,5.0,3.0,15.0,Finished,0,1
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,RUS,63,Mercedes,9.0,4.0,12.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,MAG,20,Haas F1 Team,7.0,5.0,10.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,BOT,77,Alfa Romeo,6.0,6.0,8.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,OCO,31,Alpine F1 Team,11.0,7.0,6.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,TSU,22,AlphaTauri,16.0,8.0,4.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,ALO,14,Alpine F1 Team,8.0,9.0,2.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,ZHO,24,Alfa Romeo,15.0,10.0,1.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,MSC,47,Haas F1 Team,12.0,11.0,0.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,STR,18,Aston Martin,19.0,12.0,0.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,ALB,23,Williams,14.0,13.0,0.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,RIC,3,McLaren,18.0,14.0,0.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,NOR,1,McLaren,13.0,15.0,0.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,LAT,6,Williams,20.0,16.0,0.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,HUL,27,Aston Martin,17.0,17.0,0.0,Finished,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,PER,11,Red Bull,4.0,18.0,0.0,Fuel pressure,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,VER,3,Red Bull,2.0,19.0,0.0,Fuel pressure,0,0
2022,1,2022-03-20,Bahrain Grand Prix,Bahrain,Sakhir,conventional,GAS,10,AlphaTauri,10.0,20.0,0.0,Power Unit,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,VER,3,Red Bull,4.0,1.0,25.0,Finished,1,1
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,LEC,16,Ferrari,2.0,2.0,19.0,Finished,0,1
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,SAI,55,Ferrari,3.0,3.0,15.0,Finished,0,1
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,PER,11,Red Bull,1.0,4.0,12.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,RUS,63,Mercedes,6.0,5.0,10.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,OCO,31,Alpine F1 Team,5.0,6.0,8.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,NOR,1,McLaren,11.0,7.0,6.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,GAS,10,AlphaTauri,9.0,8.0,4.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,MAG,20,Haas F1 Team,10.0,9.0,2.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,HAM,44,Mercedes,15.0,10.0,1.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,ZHO,24,Alfa Romeo,12.0,11.0,0.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,HUL,27,Aston Martin,17.0,12.0,0.0,Finished,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,STR,18,Aston Martin,13.0,13.0,0.0,+1 Lap,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,ALB,23,Williams,16.0,14.0,0.0,Collision damage,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,BOT,77,Alfa Romeo,8.0,15.0,0.0,Cooling system,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,ALO,14,Alpine F1 Team,7.0,16.0,0.0,Water pump,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,RIC,3,McLaren,14.0,17.0,0.0,Gearbox,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,LAT,6,Williams,18.0,18.0,0.0,Accident,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,TSU,22,AlphaTauri,19.0,19.0,0.0,Power Unit,0,0
2022,2,2022-03-27,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,MSC,47,Haas F1 Team,0.0,20.0,0.0,Withdrew,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,LEC,16,Ferrari,1.0,1.0,26.0,Finished,1,1
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,PER,11,Red Bull,3.0,2.0,18.0,Finished,0,1
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,RUS,63,Mercedes,6.0,3.0,15.0,Finished,0,1
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,HAM,44,Mercedes,5.0,4.0,12.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,NOR,1,McLaren,4.0,5.0,10.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,RIC,3,McLaren,7.0,6.0,8.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,OCO,31,Alpine F1 Team,8.0,7.0,6.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,BOT,77,Alfa Romeo,12.0,8.0,4.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,GAS,10,AlphaTauri,11.0,9.0,2.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,ALB,23,Williams,20.0,10.0,1.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,ZHO,24,Alfa Romeo,14.0,11.0,0.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,STR,18,Aston Martin,19.0,12.0,0.0,Finished,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,MSC,47,Haas F1 Team,15.0,13.0,0.0,+1 Lap,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,MAG,20,Haas F1 Team,16.0,14.0,0.0,+1 Lap,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,TSU,22,AlphaTauri,13.0,15.0,0.0,+1 Lap,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,LAT,6,Williams,18.0,16.0,0.0,+1 Lap,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,ALO,14,Alpine F1 Team,10.0,17.0,0.0,+1 Lap,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,VER,3,Red Bull,2.0,18.0,0.0,Fuel leak,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,VET,5,Aston Martin,17.0,19.0,0.0,Accident,0,0
2022,3,2022-04-10,Australian Grand Prix,Australia,Melbourne,conventional,SAI,55,Ferrari,9.0,20.0,0.0,Spun off,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,VER,3,Red Bull,1.0,1.0,26.0,Finished,1,1
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,PER,11,Red Bull,3.0,2.0,18.0,Finished,0,1
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,NOR,1,McLaren,5.0,3.0,15.0,Finished,0,1
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,RUS,63,Mercedes,11.0,4.0,12.0,Finished,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,BOT,77,Alfa Romeo,7.0,5.0,10.0,Finished,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,LEC,16,Ferrari,2.0,6.0,8.0,Finished,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,TSU,22,AlphaTauri,12.0,7.0,6.0,Finished,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,VET,5,Aston Martin,13.0,8.0,4.0,Finished,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,MAG,20,Haas F1 Team,8.0,9.0,2.0,Finished,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,STR,18,Aston Martin,15.0,10.0,1.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,ALB,23,Williams,18.0,11.0,0.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,GAS,10,AlphaTauri,17.0,12.0,0.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,HAM,44,Mercedes,14.0,13.0,0.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,OCO,31,Alpine F1 Team,16.0,14.0,0.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,ZHO,24,Alfa Romeo,0.0,15.0,0.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,LAT,6,Williams,19.0,16.0,0.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,MSC,47,Haas F1 Team,10.0,17.0,0.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,RIC,3,McLaren,6.0,18.0,0.0,+1 Lap,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,ALO,14,Alpine F1 Team,9.0,19.0,0.0,Collision damage,0,0
2022,4,2022-04-24,Emilia Romagna Grand Prix,Italy,Imola,conventional,SAI,55,Ferrari,4.0,20.0,0.0,Collision,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,VER,3,Red Bull,3.0,1.0,26.0,Finished,1,1
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,LEC,16,Ferrari,1.0,2.0,18.0,Finished,0,1
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,SAI,55,Ferrari,2.0,3.0,15.0,Finished,0,1
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,PER,11,Red Bull,4.0,4.0,12.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,RUS,63,Mercedes,12.0,5.0,10.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,HAM,44,Mercedes,6.0,6.0,8.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,BOT,77,Alfa Romeo,5.0,7.0,6.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,OCO,31,Alpine F1 Team,20.0,8.0,4.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,ALB,23,Williams,18.0,9.0,2.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,STR,18,Aston Martin,0.0,10.0,1.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,ALO,14,Alpine F1 Team,11.0,11.0,0.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,TSU,22,AlphaTauri,9.0,12.0,0.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,RIC,3,McLaren,14.0,13.0,0.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,LAT,6,Williams,19.0,14.0,0.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,MSC,47,Haas F1 Team,15.0,15.0,0.0,Finished,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,MAG,20,Haas F1 Team,16.0,16.0,0.0,Front wing,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,VET,5,Aston Martin,0.0,17.0,0.0,Collision,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,GAS,10,AlphaTauri,7.0,18.0,0.0,Suspension,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,NOR,1,McLaren,8.0,19.0,0.0,Collision,0,0
2022,5,2022-05-08,Miami Grand Prix,USA,Miami,conventional,ZHO,24,Alfa Romeo,17.0,20.0,0.0,Water leak,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,VER,3,Red Bull,1.0,1.0,25.0,Finished,1,1
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,PER,11,Red Bull,2.0,2.0,18.0,Finished,0,1
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,ALO,14,Aston Martin,5.0,3.0,15.0,Finished,0,1
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,SAI,55,Ferrari,4.0,4.0,12.0,Finished,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,HAM,44,Mercedes,7.0,5.0,10.0,Finished,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,STR,18,Aston Martin,8.0,6.0,8.0,Finished,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,RUS,63,Mercedes,6.0,7.0,6.0,Finished,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,BOT,77,Alfa Romeo,12.0,8.0,4.0,Finished,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,GAS,10,Alpine F1 Team,20.0,9.0,2.0,Finished,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,ALB,23,Williams,15.0,10.0,1.0,Finished,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,TSU,22,AlphaTauri,14.0,11.0,0.0,Finished,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,SAR,2,Williams,16.0,12.0,0.0,Lapped,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,MAG,20,Haas F1 Team,17.0,13.0,0.0,Lapped,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,DEV,21,AlphaTauri,19.0,14.0,0.0,Lapped,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,HUL,27,Haas F1 Team,10.0,15.0,0.0,Lapped,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,ZHO,24,Alfa Romeo,13.0,16.0,0.0,Lapped,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,NOR,1,McLaren,11.0,17.0,0.0,Lapped,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,OCO,31,Alpine F1 Team,9.0,18.0,0.0,Retired,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,LEC,16,Ferrari,3.0,19.0,0.0,Retired,0,0
2023,1,2023-03-05,Bahrain Grand Prix,Bahrain,Sakhir,conventional,PIA,81,McLaren,18.0,20.0,0.0,Retired,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,PER,11,Red Bull,1.0,1.0,25.0,Finished,1,1
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,VER,3,Red Bull,15.0,2.0,19.0,Finished,0,1
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,ALO,14,Aston Martin,2.0,3.0,15.0,Finished,0,1
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,RUS,63,Mercedes,3.0,4.0,12.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,HAM,44,Mercedes,7.0,5.0,10.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,SAI,55,Ferrari,4.0,6.0,8.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,LEC,16,Ferrari,12.0,7.0,6.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,OCO,31,Alpine F1 Team,6.0,8.0,4.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,GAS,10,Alpine F1 Team,9.0,9.0,2.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,MAG,20,Haas F1 Team,13.0,10.0,1.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,TSU,22,AlphaTauri,16.0,11.0,0.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,HUL,27,Haas F1 Team,10.0,12.0,0.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,ZHO,24,Alfa Romeo,11.0,13.0,0.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,DEV,21,AlphaTauri,18.0,14.0,0.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,PIA,81,McLaren,8.0,15.0,0.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,SAR,2,Williams,20.0,16.0,0.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,NOR,1,McLaren,19.0,17.0,0.0,Finished,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,BOT,77,Alfa Romeo,14.0,18.0,0.0,Lapped,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,ALB,23,Williams,17.0,19.0,0.0,Retired,0,0
2023,2,2023-03-19,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,conventional,STR,18,Aston Martin,5.0,20.0,0.0,Retired,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,VER,3,Red Bull,1.0,1.0,25.0,Finished,1,1
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,HAM,44,Mercedes,3.0,2.0,18.0,Finished,0,1
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,ALO,14,Aston Martin,4.0,3.0,15.0,Finished,0,1
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,STR,18,Aston Martin,6.0,4.0,12.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,PER,11,Red Bull,20.0,5.0,11.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,NOR,1,McLaren,13.0,6.0,8.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,HUL,27,Haas F1 Team,10.0,7.0,6.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,PIA,81,McLaren,16.0,8.0,4.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,ZHO,24,Alfa Romeo,17.0,9.0,2.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,TSU,22,AlphaTauri,12.0,10.0,1.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,BOT,77,Alfa Romeo,19.0,11.0,0.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,SAI,55,Ferrari,5.0,12.0,0.0,Finished,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,GAS,10,Alpine F1 Team,9.0,13.0,0.0,Retired,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,OCO,31,Alpine F1 Team,11.0,14.0,0.0,Retired,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,DEV,21,AlphaTauri,15.0,15.0,0.0,Retired,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,SAR,2,Williams,18.0,16.0,0.0,Retired,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,MAG,20,Haas F1 Team,14.0,17.0,0.0,Retired,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,RUS,63,Mercedes,2.0,18.0,0.0,Retired,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,ALB,23,Williams,8.0,19.0,0.0,Retired,0,0
2023,3,2023-04-02,Australian Grand Prix,Australia,Melbourne,conventional,LEC,16,Ferrari,7.0,20.0,0.0,Retired,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,PER,11,Red Bull,3.0,1.0,25.0,Finished,1,1
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,VER,3,Red Bull,2.0,2.0,18.0,Finished,0,1
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,LEC,16,Ferrari,1.0,3.0,15.0,Finished,0,1
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,ALO,14,Aston Martin,6.0,4.0,12.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,SAI,55,Ferrari,4.0,5.0,10.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,HAM,44,Mercedes,5.0,6.0,8.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,STR,18,Aston Martin,9.0,7.0,6.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,RUS,63,Mercedes,11.0,8.0,5.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,NOR,1,McLaren,7.0,9.0,2.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,TSU,22,AlphaTauri,8.0,10.0,1.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,PIA,81,McLaren,10.0,11.0,0.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,ALB,23,Williams,12.0,12.0,0.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,MAG,20,Haas F1 Team,16.0,13.0,0.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,GAS,10,Alpine F1 Team,17.0,14.0,0.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,OCO,31,Alpine F1 Team,19.0,15.0,0.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,SAR,2,Williams,14.0,16.0,0.0,Finished,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,HUL,27,Haas F1 Team,20.0,17.0,0.0,Lapped,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,BOT,77,Alfa Romeo,13.0,18.0,0.0,Lapped,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,ZHO,24,Alfa Romeo,15.0,19.0,0.0,Retired,0,0
2023,4,2023-04-30,Azerbaijan Grand Prix,Azerbaijan,Baku,conventional,DEV,21,AlphaTauri,18.0,20.0,0.0,Retired,0,0
